rent_id	year	number_of_bedrooms	property_type	location	cost
64300ab6c1f531f75d1b7260	2021	Three bed	Detached house	Mayo	720.86
64300ab6c1f531f75d1b7261	2021	Three bed	Detached house	Ballina, Mayo	708.76
64300ab6c1f531f75d1b7262	2021	Three bed	Detached house	Castlebar, Mayo	904.72
64300ab6c1f531f75d1b7263	2021	Three bed	Detached house	Meath	1206.49
64300ab6c1f531f75d1b7264	2021	Three bed	Detached house	Navan, Meath	1169.0
64300ab6c1f531f75d1b7265	2021	Three bed	Detached house	Monaghan	699.26
64300ab6c1f531f75d1b7266	2021	Three bed	Detached house	Offaly	881.7
64300ab6c1f531f75d1b7267	2021	Three bed	Detached house	Tullamore, Offaly	921.72
64300ab6c1f531f75d1b7268	2021	Three bed	Detached house	Roscommon	725.9
64300ab6c1f531f75d1b7269	2021	Three bed	Detached house	Sligo	691.58
64300ab6c1f531f75d1b726a	2021	Three bed	Detached house	Tipperary	773.0
64300ab6c1f531f75d1b726b	2021	Three bed	Detached house	Nenagh, Tipperary	765.09
64300ab6c1f531f75d1b726c	2021	Three bed	Detached house	Thurles, Tipperary	729.08
64300ab6c1f531f75d1b726d	2021	Three bed	Detached house	Waterford	852.37
64300ab6c1f531f75d1b726e	2021	Three bed	Detached house	Waterford City	917.05
64300ab6c1f531f75d1b726f	2021	Three bed	Detached house	Westmeath	891.46
64300ab6c1f531f75d1b7270	2021	Three bed	Detached house	Wexford	855.27
64300ab6c1f531f75d1b7271	2021	Three bed	Detached house	Wicklow	1344.11
64300ab6c1f531f75d1b7272	2021	Three bed	Detached house	Arklow, Wicklow	1075.42
64300ab6c1f531f75d1b7273	2021	Three bed	Semi detached house	Carlow	954.55
64300ab6c1f531f75d1b7274	2021	Three bed	Semi detached house	Carlow Town	967.83
64300ab6c1f531f75d1b7275	2021	Three bed	Semi detached house	Tullow, Carlow	926.31
64300ab6c1f531f75d1b7276	2021	Three bed	Semi detached house	Cavan	730.57
64300ab6c1f531f75d1b7277	2021	Three bed	Semi detached house	Cavan Town	783.21
64300ab6c1f531f75d1b7278	2021	Three bed	Semi detached house	Clare	903.72
64300ab6c1f531f75d1b7279	2021	Three bed	Semi detached house	Ennis, Clare	907.34
64300ab6c1f531f75d1b727a	2021	Three bed	Semi detached house	Cork	1196.62
64300ab6c1f531f75d1b727b	2021	Three bed	Semi detached house	Cork City	1393.17
64300ab6c1f531f75d1b727c	2021	Three bed	Semi detached house	Ballincollig, Cork	1341.17
64300ab6c1f531f75d1b727d	2021	Three bed	Semi detached house	Bandon, Cork	1038.75
64300ab6c1f531f75d1b727e	2021	Three bed	Semi detached house	Blackrock, Cork	1470.84
64300ab6c1f531f75d1b727f	2021	Three bed	Semi detached house	Blarney, Cork	1230.53
64300ab6c1f531f75d1b7280	2021	Three bed	Semi detached house	Carrigaline, Cork	1258.78
64300ab6c1f531f75d1b7281	2021	Three bed	Semi detached house	Carrigtwohill, Cork	1168.88
64300ab6c1f531f75d1b7282	2021	Three bed	Semi detached house	Charleville, Cork	806.16
64300ab6c1f531f75d1b7283	2021	Three bed	Semi detached house	Clonakilty, Cork	1016.29
64300ab6c1f531f75d1b7284	2021	Three bed	Semi detached house	Cobh, Cork	1065.95
64300ab6c1f531f75d1b7285	2021	Three bed	Semi detached house	Fermoy, Cork	1015.25
64300ab6c1f531f75d1b7286	2021	Three bed	Semi detached house	Kanturk, Cork	882.03
64300ab6c1f531f75d1b7287	2021	Three bed	Semi detached house	Kinsale, Cork	1512.7
64300ab6c1f531f75d1b7288	2021	Three bed	Semi detached house	Macroom, Cork	933.82
64300ab6c1f531f75d1b7289	2021	Three bed	Semi detached house	Mallow, Cork	1055.55
64300ab6c1f531f75d1b728a	2021	Three bed	Semi detached house	Midleton, Cork	1049.03
64300ab6c1f531f75d1b728b	2021	Three bed	Semi detached house	Youghal, Cork	964.88
64300ab6c1f531f75d1b728c	2021	Three bed	Semi detached house	Donegal	664.24
64300ab6c1f531f75d1b728d	2021	Three bed	Semi detached house	Letterkenny, Donegal	716.15
64300ab6c1f531f75d1b728e	2021	Three bed	Semi detached house	Dublin	1935.14
64300ab6c1f531f75d1b728f	2021	Three bed	Semi detached house	Balbriggan, Dublin	1590.15
64300ab6c1f531f75d1b7290	2021	Three bed	Semi detached house	Blackrock, Dublin	2337.81
64300ab6c1f531f75d1b7291	2021	Three bed	Semi detached house	Donabate, Dublin	1873.35
64300ab6c1f531f75d1b7292	2021	Three bed	Semi detached house	Lucan, Dublin	1769.69
64300ab6c1f531f75d1b7293	2021	Three bed	Semi detached house	Lusk, Dublin	1582.65
64300ab6c1f531f75d1b7294	2021	Three bed	Semi detached house	Malahide, Dublin	2167.11
64300ab6c1f531f75d1b7295	2021	Three bed	Semi detached house	Rush, Dublin	1587.57
64300ab6c1f531f75d1b7296	2021	Three bed	Semi detached house	Stillorgan, Dublin	2230.51
64300ab6c1f531f75d1b7297	2021	Three bed	Semi detached house	Swords, Dublin	1710.36
64300ab6c1f531f75d1b7298	2021	Three bed	Semi detached house	Clontarf, Dublin 3	2172.2
64300ab6c1f531f75d1b7299	2021	Three bed	Semi detached house	Drumcondra, Dublin 3	2014.96
64300ab6c1f531f75d1b729a	2021	Three bed	Semi detached house	Ballsbridge, Dublin 4	2947.73
64300ab6c1f531f75d1b729b	2021	Three bed	Semi detached house	Sandymount, Dublin 4	2984.91
64300ab6c1f531f75d1b729c	2021	Three bed	Semi detached house	Artane, Dublin 5	1889.95
64300ab6c1f531f75d1b729d	2021	Three bed	Semi detached house	Raheny, Dublin 5	1919.81
64300ab6c1f531f75d1b729e	2021	Three bed	Semi detached house	Ranelagh, Dublin 6	2832.13
64300ab6c1f531f75d1b729f	2021	Three bed	Semi detached house	Templeogue, Dublin 6W	1977.76
64300ab6c1f531f75d1b72a0	2021	Three bed	Semi detached house	Terenure, Dublin 6W	2233.36
64300ab6c1f531f75d1b72a1	2021	Three bed	Semi detached house	Beaumont, Dublin 9	1877.26
64300ab6c1f531f75d1b72a2	2021	Three bed	Semi detached house	Glasnevin, Dublin 9	1816.6
64300ab6c1f531f75d1b72a3	2021	Three bed	Semi detached house	Santry, Dublin 9	1821.74
64300ab6c1f531f75d1b72a4	2021	Three bed	Semi detached house	Finglas, Dublin 11	1664.08
64300ab6c1f531f75d1b72a5	2021	Three bed	Semi detached house	Crumlin, Dublin 12	1819.68
64300ab6c1f531f75d1b72a6	2021	Three bed	Semi detached house	Churchtown, Dublin 14	2227.57
64300ab6c1f531f75d1b72a7	2021	Three bed	Semi detached house	Clonskeagh, Dublin 14	2385.4
64300ab6c1f531f75d1b72a8	2021	Three bed	Semi detached house	Dublin 15	1551.67
64300ab6c1f531f75d1b72a9	2021	Three bed	Semi detached house	Blanchardstown, Dublin 15	1622.93
64300ab6c1f531f75d1b72aa	2021	Three bed	Semi detached house	Castleknock, Dublin 15	1838.63
64300ab6c1f531f75d1b72ab	2021	Three bed	Semi detached house	Clonee, Dublin 15	1678.07
64300ab6c1f531f75d1b72ac	2021	Three bed	Semi detached house	Clonsilla, Dublin 15	1668.89
64300ab6c1f531f75d1b72ad	2021	Three bed	Semi detached house	Mulhuddart, Dublin 15	1542.54
64300ab6c1f531f75d1b72ae	2021	Three bed	Semi detached house	Dundrum, Dublin 16	2289.91
64300ab6c1f531f75d1b72af	2021	Three bed	Semi detached house	Knocklyon, Dublin 16	1872.74
64300ab6c1f531f75d1b72b0	2021	Three bed	Semi detached house	Rathfarnham, Dublin 16	2081.63
64300ab6c1f531f75d1b72b1	2021	Three bed	Semi detached house	Leopardstown, Dublin 18	2202.46
64300ab6c1f531f75d1b72b2	2021	Three bed	Semi detached house	Sandyford, Dublin 18	2119.48
64300ab6c1f531f75d1b72b3	2021	Three bed	Semi detached house	Clondalkin, Dublin 22	1619.54
64300ab6c1f531f75d1b72b4	2021	Three bed	Semi detached house	Dublin 24	1759.83
64300ab6c1f531f75d1b72b5	2021	Three bed	Semi detached house	Citywest, Dublin 24	2244.86
64300ab6c1f531f75d1b72b6	2021	Three bed	Semi detached house	Tallaght, Dublin 24	1734.91
64300ab6c1f531f75d1b72b7	2021	Three bed	Semi detached house	Galway	1151.74
64300ab6c1f531f75d1b72b8	2021	Three bed	Semi detached house	Galway City	1293.23
64300ab6c1f531f75d1b72b9	2021	Three bed	Semi detached house	Athenry, Galway	1181.02
64300ab6c1f531f75d1b72ba	2021	Three bed	Semi detached house	Ballinasloe, Galway	809.29
64300ab6c1f531f75d1b72bb	2021	Three bed	Semi detached house	Doughiska, Galway	1098.19
64300ab6c1f531f75d1b72bc	2021	Three bed	Semi detached house	Loughrea, Galway	924.03
64300ab6c1f531f75d1b72bd	2021	Three bed	Semi detached house	Tuam, Galway	970.44
64300ab6c1f531f75d1b72be	2021	Three bed	Semi detached house	Kerry	835.11
64300ab6c1f531f75d1b72bf	2021	Three bed	Semi detached house	Kenmare, Kerry	852.0
64300ab6c1f531f75d1b72c0	2021	Three bed	Semi detached house	Killarney, Kerry	991.48
64300ab6c1f531f75d1b72c1	2021	Three bed	Semi detached house	Listowel, Kerry	711.18
64300ab6c1f531f75d1b72c2	2021	Three bed	Semi detached house	Tralee, Kerry	842.01
64300ab6c1f531f75d1b72c3	2021	Three bed	Semi detached house	Kildare	1402.45
64300ab6c1f531f75d1b72c4	2021	Three bed	Semi detached house	Kildare Town	1215.74
64300ab6c1f531f75d1b72c5	2021	Three bed	Semi detached house	Athy, Kildare	1061.48
64300ab6c1f531f75d1b72c6	2021	Three bed	Semi detached house	Celbridge, Kildare	1495.35
64300ab6c1f531f75d1b72c7	2021	Three bed	Semi detached house	Clane, Kildare	1371.76
64300ab6c1f531f75d1b72c8	2021	Three bed	Semi detached house	Leixlip, Kildare	1512.21
64300ab6c1f531f75d1b72c9	2021	Three bed	Semi detached house	Maynooth, Kildare	1675.36
64300ab6c1f531f75d1b72ca	2021	Three bed	Semi detached house	Monasterevin, Kildare	1205.82
64300ab6c1f531f75d1b72cb	2021	Three bed	Semi detached house	Naas, Kildare	1529.14
64300ab6c1f531f75d1b72cc	2021	Three bed	Semi detached house	Newbridge, Kildare	1266.72
64300ab6c1f531f75d1b72cd	2021	Three bed	Semi detached house	Sallins, Kildare	1463.48
64300ab6c1f531f75d1b72ce	2021	Three bed	Semi detached house	Kilkenny	915.77
64300ab6c1f531f75d1b72cf	2021	Three bed	Semi detached house	Laois	969.74
64300ab6c1f531f75d1b72d0	2021	Three bed	Semi detached house	Portarlington, Laois	962.27
64300ab6c1f531f75d1b72d1	2021	Three bed	Semi detached house	Portlaoise, Laois	1029.8
64300ab6c1f531f75d1b72d2	2021	Three bed	Semi detached house	Leitrim	635.34
64300ab6c1f531f75d1b72d3	2021	Three bed	Semi detached house	Carrick-On-Shannon, Leitrim	667.38
64300ab6c1f531f75d1b72d4	2021	Three bed	Semi detached house	Limerick	1060.05
64300ab6c1f531f75d1b72d5	2021	Three bed	Semi detached house	Limerick City	1195.58
64300ab6c1f531f75d1b72d6	2021	Three bed	Semi detached house	Castletroy, Limerick	1185.31
64300ab6c1f531f75d1b72d7	2021	Three bed	Semi detached house	Dooradoyle, Limerick	1195.43
64300ab6c1f531f75d1b72d8	2021	Three bed	Semi detached house	Newcastle West, Limerick	788.35
64300ab6c1f531f75d1b72d9	2021	Three bed	Semi detached house	Longford	721.39
64300ab6c1f531f75d1b72da	2021	Three bed	Semi detached house	Longford Town	762.11
64300ab6c1f531f75d1b72db	2021	Three bed	Semi detached house	Edgeworthstown, Longford	747.5
64300ab6c1f531f75d1b72dc	2021	Three bed	Semi detached house	Louth	1195.47
64300ab6c1f531f75d1b72dd	2021	Three bed	Semi detached house	Drogheda, Louth	1262.19
64300ab6c1f531f75d1b72de	2021	Three bed	Semi detached house	Dundalk, Louth	1159.8
64300ab6c1f531f75d1b72df	2021	Three bed	Semi detached house	Mayo	755.16
64300ab6c1f531f75d1b72e0	2021	Three bed	Semi detached house	Ballina, Mayo	699.8
64300ab6c1f531f75d1b72e1	2021	Three bed	Semi detached house	Castlebar, Mayo	833.93
64300ab6c1f531f75d1b72e2	2021	Three bed	Semi detached house	Claremorris, Mayo	754.63
64300ab6c1f531f75d1b72e3	2021	Three bed	Semi detached house	Westport, Mayo	913.23
64300ab6c1f531f75d1b72e4	2021	Three bed	Semi detached house	Meath	1302.76
64300ab6c1f531f75d1b72e5	2021	Three bed	Semi detached house	Drogheda, Meath	1370.26
64300ab6c1f531f75d1b72e6	2021	Three bed	Semi detached house	Kells, Meath	1120.11
64300ab6c1f531f75d1b72e7	2021	Three bed	Semi detached house	Navan, Meath	1308.08
64300ab6c1f531f75d1b72e8	2021	Three bed	Semi detached house	Trim, Meath	1196.19
64300ab6c1f531f75d1b72e9	2021	Three bed	Semi detached house	Monaghan	751.17
64300ab6c1f531f75d1b72ea	2021	Three bed	Semi detached house	Carrickmacross, Monaghan	801.01
64300ab6c1f531f75d1b72eb	2021	Three bed	Semi detached house	Castleblayney, Monaghan	760.0
64300ab6c1f531f75d1b72ec	2021	Three bed	Semi detached house	Offaly	923.25
64300ab6c1f531f75d1b72ed	2021	Three bed	Semi detached house	Birr, Offaly	734.22
64300ab6c1f531f75d1b72ee	2021	Three bed	Semi detached house	Edenderry, Offaly	1016.94
64300ab6c1f531f75d1b72ef	2021	Three bed	Semi detached house	Tullamore, Offaly	998.87
64300ab6c1f531f75d1b72f0	2021	Three bed	Semi detached house	Roscommon	742.5
64300ab6c1f531f75d1b72f1	2021	Three bed	Semi detached house	Roscommon Town	810.7
64300ab6c1f531f75d1b72f2	2021	Three bed	Semi detached house	Athlone, Roscommon	1056.07
64300ab6c1f531f75d1b72f3	2021	Three bed	Semi detached house	Ballaghaderreen, Roscommon	552.69
64300ab6c1f531f75d1b72f4	2021	Three bed	Semi detached house	Sligo	820.37
64300ab6c1f531f75d1b72f5	2021	Three bed	Semi detached house	Sligo Town	856.24
64300ab6c1f531f75d1b72f6	2021	Three bed	Semi detached house	Ballinode, Sligo	1019.23
64300ab6c1f531f75d1b72f7	2021	Three bed	Semi detached house	Tubbercurry, Sligo	731.18
64300ab6c1f531f75d1b72f8	2021	Three bed	Semi detached house	Tipperary	804.97
64300ab6c1f531f75d1b72f9	2021	Three bed	Semi detached house	Tipperary Town	718.47
64300ab6c1f531f75d1b72fa	2021	Three bed	Semi detached house	Cashel, Tipperary	810.38
64300ab6c1f531f75d1b72fb	2021	Three bed	Semi detached house	Clonmel, Tipperary	895.97
64300ab6c1f531f75d1b72fc	2021	Three bed	Semi detached house	Nenagh, Tipperary	846.72
64300ab6c1f531f75d1b72fd	2021	Three bed	Semi detached house	Thurles, Tipperary	740.57
64300ab6c1f531f75d1b72fe	2021	Three bed	Semi detached house	Waterford	956.89
64300ab6c1f531f75d1b72ff	2021	Three bed	Semi detached house	Waterford City	1008.11
64300ab6c1f531f75d1b7300	2021	Three bed	Semi detached house	Dungarvan, Waterford	906.64
64300ab6c1f531f75d1b7301	2021	Three bed	Semi detached house	Templars Hall, Waterford	1096.44
64300ab6c1f531f75d1b7302	2021	Three bed	Semi detached house	Tramore, Waterford	1035.78
64300ab6c1f531f75d1b7303	2021	Three bed	Semi detached house	Westmeath	953.44
64300ab6c1f531f75d1b7304	2021	Three bed	Semi detached house	Athlone, Westmeath	955.48
64300ab6c1f531f75d1b7305	2021	Three bed	Semi detached house	Mullingar, Westmeath	968.32
64300ab6c1f531f75d1b7306	2021	Three bed	Semi detached house	Wexford	876.07
64300ab6c1f531f75d1b7307	2021	Three bed	Semi detached house	Enniscorthy, Wexford	788.62
64300ab6c1f531f75d1b7308	2021	Three bed	Semi detached house	Gorey, Wexford	1039.35
64300ab6c1f531f75d1b7309	2021	Three bed	Semi detached house	New Ross, Wexford	779.25
64300ab6c1f531f75d1b730a	2021	Three bed	Semi detached house	Wicklow	1403.04
64300ab6c1f531f75d1b730b	2021	Three bed	Semi detached house	Wicklow Town	1292.92
64300ab6c1f531f75d1b730c	2021	Three bed	Semi detached house	Arklow, Wicklow	1188.19
64300ab6c1f531f75d1b730d	2021	Three bed	Semi detached house	Bray, Wicklow	1669.56
64300ab6c1f531f75d1b730e	2021	Three bed	Terrace house	Carlow	896.63
64300ab6c1f531f75d1b730f	2021	Three bed	Terrace house	Carlow Town	918.8
64300ab6c1f531f75d1b7310	2021	Three bed	Terrace house	Cavan	684.79
64300ab6c1f531f75d1b7311	2021	Three bed	Terrace house	Clare	824.41
64300ab6c1f531f75d1b7312	2021	Three bed	Terrace house	Ennis, Clare	859.51
64300ab6c1f531f75d1b7313	2021	Three bed	Terrace house	Shannon, Clare	894.91
64300ab6c1f531f75d1b7314	2021	Three bed	Terrace house	Cork	1204.83
64300ab6c1f531f75d1b7315	2021	Three bed	Terrace house	Cork City	1366.37
64300ab6c1f531f75d1b7316	2021	Three bed	Terrace house	Ballincollig, Cork	1382.14
64300ab6c1f531f75d1b7317	2021	Three bed	Terrace house	Bandon, Cork	986.54
64300ab6c1f531f75d1b7318	2021	Three bed	Terrace house	Carrigaline, Cork	1217.45
64300ab6c1f531f75d1b7319	2021	Three bed	Terrace house	Cobh, Cork	1058.04
64300ab6c1f531f75d1b731a	2021	Three bed	Terrace house	Fermoy, Cork	921.28
64300ab6c1f531f75d1b731b	2021	Three bed	Terrace house	Kinsale, Cork	1334.03
64300ab6c1f531f75d1b731c	2021	Three bed	Terrace house	Mallow, Cork	993.01
64300ab6c1f531f75d1b731d	2021	Three bed	Terrace house	Midleton, Cork	1083.17
64300ab6c1f531f75d1b731e	2021	Three bed	Terrace house	Donegal	617.84
64300ab6c1f531f75d1b731f	2021	Three bed	Terrace house	Letterkenny, Donegal	716.96
64300ab6c1f531f75d1b7320	2021	Three bed	Terrace house	Dublin	1998.87
64300ab6c1f531f75d1b7321	2021	Three bed	Terrace house	Balbriggan, Dublin	1477.33
64300ab6c1f531f75d1b7322	2021	Three bed	Terrace house	Blackrock, Dublin	2421.84
64300ab6c1f531f75d1b7323	2021	Three bed	Terrace house	Lucan, Dublin	1911.61
64300ab6c1f531f75d1b7324	2021	Three bed	Terrace house	Malahide, Dublin	2168.25
64300ab6c1f531f75d1b7325	2021	Three bed	Terrace house	Swords, Dublin	1760.52
64300ab6c1f531f75d1b7326	2021	Three bed	Terrace house	Dublin 3	1888.16
64300ab6c1f531f75d1b7327	2021	Three bed	Terrace house	Clontarf, Dublin 3	2372.94
64300ab6c1f531f75d1b7328	2021	Three bed	Terrace house	Drumcondra, Dublin 3	2090.1
64300ab6c1f531f75d1b7329	2021	Three bed	Terrace house	East Wall, Dublin 3	1958.58
64300ab6c1f531f75d1b732a	2021	Three bed	Terrace house	Marino, Dublin 3	1710.13
64300ab6c1f531f75d1b732b	2021	Three bed	Terrace house	Dublin 4	2879.03
64300ab6c1f531f75d1b732c	2021	Three bed	Terrace house	Ballsbridge, Dublin 4	3028.48
64300ab6c1f531f75d1b732d	2021	Three bed	Terrace house	Donnybrook, Dublin 4	2675.95
64300ab6c1f531f75d1b732e	2021	Three bed	Terrace house	Sandymount, Dublin 4	2687.44
64300ab6c1f531f75d1b732f	2021	Three bed	Terrace house	Raheny, Dublin 5	2020.84
64300ab6c1f531f75d1b7330	2021	Three bed	Terrace house	Harolds Cross, Dublin 6	2068.1
64300ab6c1f531f75d1b7331	2021	Three bed	Terrace house	Ranelagh, Dublin 6	2741.27
64300ab6c1f531f75d1b7332	2021	Three bed	Terrace house	Rathmines, Dublin 6	2673.9
64300ab6c1f531f75d1b7333	2021	Three bed	Terrace house	Terenure, Dublin 6W	2162.19
64300ab6c1f531f75d1b7334	2021	Three bed	Terrace house	Inchicore, Dublin 8	1784.84
64300ab6c1f531f75d1b7335	2021	Three bed	Terrace house	Glasnevin, Dublin 9	1871.92
64300ab6c1f531f75d1b7336	2021	Three bed	Terrace house	Finglas, Dublin 11	1629.53
64300ab6c1f531f75d1b7337	2021	Three bed	Terrace house	Crumlin, Dublin 12	1897.69
64300ab6c1f531f75d1b7338	2021	Three bed	Terrace house	Drimnagh, Dublin 12	1696.1
64300ab6c1f531f75d1b7339	2021	Three bed	Terrace house	Walkinstown, Dublin 12	1765.91
64300ab6c1f531f75d1b733a	2021	Three bed	Terrace house	Balgriffin, Dublin 13	1848.49
64300ab6c1f531f75d1b733b	2021	Three bed	Terrace house	Castleknock, Dublin 15	1737.96
64300ab6c1f531f75d1b733c	2021	Three bed	Terrace house	Dundrum, Dublin 16	2136.48
64300ab6c1f531f75d1b733d	2021	Three bed	Terrace house	Rathfarnham, Dublin 16	2182.32
64300ab6c1f531f75d1b733e	2021	Three bed	Terrace house	Clondalkin, Dublin 22	1579.88
64300ab6c1f531f75d1b733f	2021	Three bed	Terrace house	Citywest, Dublin 24	2071.22
64300ab6c1f531f75d1b7340	2021	Three bed	Terrace house	Tallaght, Dublin 24	1678.26
64300ab6c1f531f75d1b7341	2021	Three bed	Terrace house	Galway	1250.64
64300ab6c1f531f75d1b7342	2021	Three bed	Terrace house	Galway City	1390.82
64300ab6c1f531f75d1b7343	2021	Three bed	Terrace house	Kerry	833.33
64300ab6c1f531f75d1b7344	2021	Three bed	Terrace house	Killarney, Kerry	993.22
64300ab6c1f531f75d1b7345	2021	Three bed	Terrace house	Tralee, Kerry	809.17
64300ab6c1f531f75d1b7346	2021	Three bed	Terrace house	Kildare	1457.03
64300ab6c1f531f75d1b7347	2021	Three bed	Terrace house	Celbridge, Kildare	1641.2
64300ab6c1f531f75d1b7348	2021	Three bed	Terrace house	Leixlip, Kildare	1377.5
64300ab6c1f531f75d1b7349	2021	Three bed	Terrace house	Maynooth, Kildare	1844.12
64300ab6c1f531f75d1b734a	2021	Three bed	Terrace house	Naas, Kildare	1614.02
64300ab6c1f531f75d1b734b	2021	Three bed	Terrace house	Kilkenny	893.7
64300ab6c1f531f75d1b734c	2021	Three bed	Terrace house	Laois	903.82
64300ab6c1f531f75d1b734d	2021	Three bed	Terrace house	Portlaoise, Laois	940.85
64300ab6c1f531f75d1b734e	2021	Three bed	Terrace house	Leitrim	626.48
64300ab6c1f531f75d1b734f	2021	Three bed	Terrace house	Limerick	1044.51
64300ab6c1f531f75d1b7350	2021	Three bed	Terrace house	Limerick City	1117.51
64300ab6c1f531f75d1b7351	2021	Three bed	Terrace house	Castletroy, Limerick	1195.51
64300ab6c1f531f75d1b7352	2021	Three bed	Terrace house	Longford	761.6
64300ab6c1f531f75d1b7353	2021	Three bed	Terrace house	Longford Town	769.4
64300ab6c1f531f75d1b7354	2021	Three bed	Terrace house	Louth	1144.19
64300ab6c1f531f75d1b7355	2021	Three bed	Terrace house	Drogheda, Louth	1201.04
64300ab6c1f531f75d1b7356	2021	Three bed	Terrace house	Dundalk, Louth	1129.18
64300ab6c1f531f75d1b7357	2021	Three bed	Terrace house	Mayo	739.01
64300ab6c1f531f75d1b7358	2021	Three bed	Terrace house	Ballina, Mayo	666.45
64300ab6c1f531f75d1b7359	2021	Three bed	Terrace house	Castlebar, Mayo	807.94
64300ab6c1f531f75d1b735a	2021	Three bed	Terrace house	Meath	1348.54
64300ab6c1f531f75d1b735b	2021	Three bed	Terrace house	Ashbourne, Meath	1480.68
64300ab6c1f531f75d1b735c	2021	Three bed	Terrace house	Navan, Meath	1279.3
64300ab6c1f531f75d1b735d	2021	Three bed	Terrace house	Monaghan	699.46
64300ab6c1f531f75d1b735e	2021	Three bed	Terrace house	Monaghan Town	708.87
64300ab6c1f531f75d1b735f	2021	Three bed	Terrace house	Offaly	948.19
64300ab6c1f531f75d1b7360	2021	Three bed	Terrace house	Tullamore, Offaly	1059.37
64300ab6c1f531f75d1b7361	2021	Three bed	Terrace house	Roscommon	746.56
64300ab6c1f531f75d1b7362	2021	Three bed	Terrace house	Sligo	791.44
64300ab6c1f531f75d1b7363	2021	Three bed	Terrace house	Sligo Town	828.54
64300ab6c1f531f75d1b7364	2021	Three bed	Terrace house	Tipperary	752.64
64300ab6c1f531f75d1b7365	2021	Three bed	Terrace house	Tipperary Town	721.01
64300ab6c1f531f75d1b7366	2021	Three bed	Terrace house	Clonmel, Tipperary	784.7
64300ab6c1f531f75d1b7367	2021	Three bed	Terrace house	Nenagh, Tipperary	807.57
64300ab6c1f531f75d1b7368	2021	Three bed	Terrace house	Waterford	849.48
64300ab6c1f531f75d1b7369	2021	Three bed	Terrace house	Waterford City	912.63
64300ab6c1f531f75d1b736a	2021	Three bed	Terrace house	Dungarvan, Waterford	811.27
64300ab6c1f531f75d1b736b	2021	Three bed	Terrace house	Westmeath	907.6
64300ab6c1f531f75d1b736c	2021	Three bed	Terrace house	Athlone, Westmeath	928.68
64300ab6c1f531f75d1b736d	2021	Three bed	Terrace house	Mullingar, Westmeath	940.53
64300ab6c1f531f75d1b736e	2021	Three bed	Terrace house	Wexford	858.62
64300ab6c1f531f75d1b736f	2021	Three bed	Terrace house	Enniscorthy, Wexford	794.05
64300ab6c1f531f75d1b7370	2021	Three bed	Terrace house	Gorey, Wexford	1005.98
64300ab6c1f531f75d1b7371	2021	Three bed	Terrace house	New Ross, Wexford	768.59
64300ab6c1f531f75d1b7372	2021	Three bed	Terrace house	Wicklow	1439.24
64300ab6c1f531f75d1b7373	2021	Three bed	Terrace house	Arklow, Wicklow	1191.23
64300ab6c1f531f75d1b7374	2021	Three bed	Apartment	Carlow	910.8
64300ab6c1f531f75d1b7375	2021	Three bed	Apartment	Carlow Town	904.14
64300ab6c1f531f75d1b7376	2021	Three bed	Apartment	Clare	927.94
64300ab6c1f531f75d1b7377	2021	Three bed	Apartment	Cork	1414.28
64300ab6c1f531f75d1b7378	2021	Three bed	Apartment	Cork City	1541.07
64300ab6c1f531f75d1b7379	2021	Three bed	Apartment	Donegal	779.5
64300ab6c1f531f75d1b737a	2021	Three bed	Apartment	Letterkenny, Donegal	925.88
64300ab6c1f531f75d1b737b	2021	Three bed	Apartment	Dublin	2275.58
64300ab6c1f531f75d1b737c	2021	Three bed	Apartment	Balbriggan, Dublin	1718.78
64300ab6c1f531f75d1b737d	2021	Three bed	Apartment	Blackrock, Dublin	2303.93
64300ab6c1f531f75d1b737e	2021	Three bed	Apartment	Dun Laoghaire, Dublin	2678.81
64300ab6c1f531f75d1b737f	2021	Three bed	Apartment	Lucan, Dublin	2015.13
64300ab6c1f531f75d1b7380	2021	Three bed	Apartment	Malahide, Dublin	2184.9
64300ab6c1f531f75d1b7381	2021	Three bed	Apartment	Stillorgan, Dublin	2482.24
64300ab6c1f531f75d1b7382	2021	Three bed	Apartment	Swords, Dublin	1801.93
64300ab6c1f531f75d1b7383	2021	Three bed	Apartment	Dublin 1	2361.87
64300ab6c1f531f75d1b7384	2021	Three bed	Apartment	Dublin 2	2956.47
64300ab6c1f531f75d1b7385	2021	Three bed	Apartment	Clontarf, Dublin 3	2361.67
64300ab6c1f531f75d1b7386	2021	Three bed	Apartment	Drumcondra, Dublin 3	2141.47
64300ab6c1f531f75d1b7387	2021	Three bed	Apartment	Ballsbridge, Dublin 4	3276.52
64300ab6c1f531f75d1b7388	2021	Three bed	Apartment	Sandymount, Dublin 4	2759.73
64300ab6c1f531f75d1b7389	2021	Three bed	Apartment	Milltown, Dublin 6	2413.76
64300ab6c1f531f75d1b738a	2021	Three bed	Apartment	Rathmines, Dublin 6	2172.0
64300ab6c1f531f75d1b738b	2021	Three bed	Apartment	Terenure, Dublin 6W	2306.13
64300ab6c1f531f75d1b738c	2021	Three bed	Apartment	Dublin 8	2250.49
64300ab6c1f531f75d1b738d	2021	Three bed	Apartment	Inchicore, Dublin 8	2036.6
64300ab6c1f531f75d1b738e	2021	Three bed	Apartment	Islandbridge, Dublin 8	2456.4
64300ab6c1f531f75d1b738f	2021	Three bed	Apartment	Santry, Dublin 9	2061.44
64300ab6c1f531f75d1b7390	2021	Three bed	Apartment	Finglas, Dublin 11	1647.87
